"ID","USER_ID","COMPANY_ID","ROLE","IS_PRIMARY","HAS_AGREED_WITH_TERMS","HAS_AGREED_WITH_TERMS_AT","USER_ACTIVATION_LAST_NOTIFIED_AT"
"E04A22366B902B6CE053ED10000AF827","5SQ7PU4ZJ1S","TR2020043A4BDQE","EMPLOYEE",1,0,,
"E04A22366B912B6CE053ED10000AF827","G4Y4J6BKRMZ","7JM9JBB4WJP","COMPANY_OWNER",1,1,30-MAR-21 13.15.15.347000000,
"E04A22366B922B6CE053ED10000AF827","GAIZZA5HSX9","XGC9HXP298P","EMPLOYEE",1,1,14-APR-22 18.39.33.611000000,
"E04A22366B932B6CE053ED10000AF827","FANMZNELIHJ","E6Y11KMKEJM","COMPANY_OWNER",1,1,14-APR-22 18.39.56.254000000,
"E04A22366B942B6CE053ED10000AF827","PZ2FAGXX2HW","MR4WHJCL2NQ","COMPANY_OWNER",1,1,15-APR-22 12.24.12.394000000,
"E04A22366B952B6CE053ED10000AF827","JEC39DTFDDX","DSGI1RHA5BN","EMPLOYEE",1,1,28-APR-22 09.45.47.066000000,
"E04A22366B962B6CE053ED10000AF827","4GM2BJ69NL4","9edf3d15-e68d-48a5-a0d0-3e21a3fe86a8","RETRACED_PRODUCT_DEVELOPMENT",1,1,28-APR-22 10.27.38.940000000,
"E04A22366B972B6CE053ED10000AF827","4EDFSTMV4DA","RHJ74XKU5JE","COMPANY_OWNER",1,0,,
"E04A22366B982B6CE053ED10000AF827","JN7XBJURV5H","DE2020053D2EAZV","COMPANY_OWNER",1,1,29-APR-22 10.10.23.500000000,
"E04A22366B992B6CE053ED10000AF827","5MM26W28C9X","UBI7ZQHTNBW","COMPANY_OWNER",1,0,,
"E04A22366B9A2B6CE053ED10000AF827","RT3U654YMY5","PVNHY3V4XW8","COMPANY_OWNER",1,1,18-SEP-20 14.30.41.499000000,
"E04A22366B9B2B6CE053ED10000AF827","4EWNKSLBWSB","WW1WIWDYYBP","COMPANY_OWNER",1,1,21-OCT-20 11.30.11.409000000,
"E04A22366B9C2B6CE053ED10000AF827","YIIMCRXY5JT","04X0TJ5T09G","EMPLOYEE",1,1,27-OCT-20 16.40.15.030000000,
"E04A22366B9D2B6CE053ED10000AF827","JSXA4LF98J6","RLKZJ59G2K5","COMPANY_OWNER",1,1,05-NOV-20 15.03.57.412000000,
"E04A22366B9E2B6CE053ED10000AF827","7VKTEK4MAL4","LCDU4IXH2FQ","EMPLOYEE",1,1,24-NOV-20 11.47.23.727000000,
"E04A22366B9F2B6CE053ED10000AF827","2CHCPTS1Q3D","FD155W72NUH","COMPANY_OWNER",1,1,20-JAN-21 00.14.59.903000000,
"E04A22366BA02B6CE053ED10000AF827","HHJSU8R2QQU","5TVC6HED6D9","COMPANY_OWNER",1,1,20-JAN-21 00.17.53.088000000,
"E04A22366BA12B6CE053ED10000AF827","821PAXXR8HL","EJNZSHPSXMA","COMPANY_OWNER",1,1,20-JAN-21 00.19.04.314000000,
"E04A22366BA22B6CE053ED10000AF827","5ESL8C612L8","5CQFSS8P2QD","COMPANY_OWNER",1,1,31-JAN-21 08.49.19.394000000,
"E04A22366BA32B6CE053ED10000AF827","WOOCOMMERCE_OWNER","WOOCOMMERCE_COMPANY_TEST","COMPANY_OWNER",1,1,18-FEB-21 07.37.20.375000000,
"E04A22366BA42B6CE053ED10000AF827","WVTGPWSNYED","V5KFG4ZKAHR","EMPLOYEE",1,0,,
"E04A22366BA52B6CE053ED10000AF827","F6YDJ8U61CY","MVLCGHZRQW9","EMPLOYEE",1,1,09-APR-21 15.49.01.580000000,
"E04A22366BA62B6CE053ED10000AF827","NCM7QPHSQF4","PT2020191X2AT8Y","COMPANY_OWNER",1,1,12-APR-21 09.53.25.743000000,
"E04A22366BA72B6CE053ED10000AF827","2D6SBYIQR7B","8H6FUIRU7FZ","EMPLOYEE",1,0,,
"E04A22366BA82B6CE053ED10000AF827","ZCL37QQS9AK","BUB3STFY4SX","COMPANY_OWNER",1,1,28-APR-22 04.03.52.760000000,
"E04A22366BA92B6CE053ED10000AF827","B4F85BKL6SN","DTUIDTB9ZX1","EMPLOYEE",1,1,29-APR-22 10.06.36.985000000,
"E04A22366BAA2B6CE053ED10000AF827","ZW4BC9IYJZM","DE2020053D2EAZV","COMPANY_OWNER",1,1,29-APR-22 10.10.31.111000000,
"E04A22366BAB2B6CE053ED10000AF827","CC27QHX4IYA","J8ZXVEA44XC","COMPANY_OWNER",1,0,,
"E04A22366BAC2B6CE053ED10000AF827","TDR5FH81BF2","TRGHY993JMM","COMPANY_OWNER",1,0,,
"E04A22366BAD2B6CE053ED10000AF827","W25UZD87SJ7","QRHU3AEEFQZ","COMPANY_OWNER",1,0,,
"E04A22366BAE2B6CE053ED10000AF827","2S3K8M8WABC","UBPAIDJIK4K","EMPLOYEE",1,0,,
"E04A22366BAF2B6CE053ED10000AF827","KZVBLDVJ535","HZ6DBMPDN1H","COMPANY_OWNER",1,1,01-SEP-20 18.03.33.603000000,
"E04A22366BB02B6CE053ED10000AF827","U5K3BMV5MC5","LCDU4IXH2FQ","EMPLOYEE",1,1,01-OCT-20 13.15.36.463000000,
"E04A22366BB12B6CE053ED10000AF827","3T7C3A52Y8V","X64XH816Z1Q","COMPANY_OWNER",1,1,28-APR-22 11.04.33.011000000,
"E04A22366BB22B6CE053ED10000AF827","5PV89SRE5PB","K2ZJ8TFMMA3","COMPANY_OWNER",1,1,26-OCT-20 13.33.46.827000000,
"E04A22366BB32B6CE053ED10000AF827","71YKCWYNFLF","F77V75TCJY2","COMPANY_OWNER",1,1,03-NOV-20 13.43.18.659000000,
"E04A22366BB42B6CE053ED10000AF827","2JKZ4Y2FCYY","TH2020191FJWS89","COMPANY_OWNER",1,1,19-NOV-20 13.51.59.185000000,
"E04A22366BB52B6CE053ED10000AF827","VJSVM5H7XFJ","C1Z7H3T41JG","COMPANY_OWNER",1,0,,
"E04A22366BB62B6CE053ED10000AF827","4SBGPLI9G75","M5XWWHGYWLJ","COMPANY_OWNER",1,1,17-FEB-21 08.59.54.385000000,
"E04A22366BB72B6CE053ED10000AF827","GWAMQGHMTWM","VQ7CNZ1S8B9","EMPLOYEE",1,1,09-MAR-21 17.05.09.767000000,
"E04A22366BB82B6CE053ED10000AF827","TJKDPPXRFFW","13c13921-8e0a-4299-a282-023d9fae25de","EMPLOYEE",1,1,11-MAR-21 19.46.57.071000000,
"E04A22366BB92B6CE053ED10000AF827","T9R8KMU8LPQ","7JM9JBB4WJP","EMPLOYEE",1,1,30-MAR-21 13.21.39.629000000,
"E04A22366BBB2B6CE053ED10000AF827","B1EDLFK4BMR","YX3ZDK69KV8","COMPANY_OWNER",1,1,07-APR-21 11.48.57.188000000,
"E04A22366BBD2B6CE053ED10000AF827","9ZQGQMQQL89","7HIR9K7H5R5","COMPANY_OWNER",1,0,,
"E04A22366BBE2B6CE053ED10000AF827","KPAYZ2NCVIW","EU3KI9ZHQV9","COMPANY_OWNER",1,1,28-APR-22 11.43.52.364000000,
"E04A22366BBF2B6CE053ED10000AF827","IG7NRFBVVZ5","DE2019276V0BGF9","EMPLOYEE",1,1,29-APR-22 10.08.09.110000000,
"E04A22366BC02B6CE053ED10000AF827","6EIKEQRDXUP","DE2020218149CF1","COMPANY_OWNER",1,1,29-APR-22 10.08.53.388000000,
"E04A22366BC12B6CE053ED10000AF827","8BBJYLUDDR2","TRGHY993JMM","COMPANY_OWNER",1,1,29-APR-22 10.12.44.881000000,
"E04A22366BC22B6CE053ED10000AF827","924W6EXVH3V","QRHU3AEEFQZ","COMPANY_OWNER",1,1,29-APR-22 10.13.50.162000000,
"E04A22366BC32B6CE053ED10000AF827","DQM4KBI3M64","XPTYHWI74HI","COMPANY_OWNER",1,0,,
"E04A22366BC42B6CE053ED10000AF827","7QAWSZA3H33","PS97QUVY3KU","COMPANY_OWNER",1,0,,
"E04A22366BC52B6CE053ED10000AF827","X6DP96M8XAG","PS97QUVY3KU","COMPANY_OWNER",1,0,,
"E04A22366BC62B6CE053ED10000AF827","PG72UVN5EXU","QAVE7XH8QM6","COMPANY_OWNER",1,1,22-OCT-20 14.00.59.739000000,
"E04A22366BC72B6CE053ED10000AF827","E98DZGJEMHP","UUG1LAG7UZS","COMPANY_OWNER",1,1,27-OCT-20 07.01.39.110000000,
"E04A22366BC82B6CE053ED10000AF827","BHP67CKRDAA","HUREUHWS3K7","COMPANY_OWNER",1,1,19-JAN-21 22.01.02.649000000,
"E04A22366BC92B6CE053ED10000AF827","GVYA4YU4MK9","7KBNXEDYEY2","COMPANY_OWNER",1,1,20-JAN-21 22.39.53.898000000,
"E04A22366BCA2B6CE053ED10000AF827","C3E9YXHNFJE","HSZ2HZSCYEE","COMPANY_OWNER",1,0,,
"E04A22366BCB2B6CE053ED10000AF827","XSN4M6AB5LX","BFAMH3TG3WS","COMPANY_OWNER",1,1,09-MAR-21 11.11.00.344000000,
"E04A22366BCC2B6CE053ED10000AF827","N155ZFWAZNC","BGKFKYBYI7E","COMPANY_OWNER",1,1,18-MAR-21 10.47.15.128000000,
"E04A22366BCD2B6CE053ED10000AF827","UKE6TZL1E4A","Y5RIBDRMRW4","COMPANY_OWNER",1,0,,
"E04A22366BCE2B6CE053ED10000AF827","QWSHQ1611LZ","VQ7CNZ1S8B9","EMPLOYEE",1,1,17-MAR-21 11.55.37.356000000,
"E04A22366BCF2B6CE053ED10000AF827","E8NMT432JF4","IYJ8QJ4A2YY","COMPANY_OWNER",1,1,31-MAR-21 15.34.48.473000000,
"E04A22366BD02B6CE053ED10000AF827","HK666BCR1VK","8RDJLQEG45E","COMPANY_OWNER",1,1,29-APR-22 10.07.20.959000000,
"E04A22366BD12B6CE053ED10000AF827","REEJMNZII2Y","DE2020218149CF1","COMPANY_OWNER",1,1,29-APR-22 10.09.00.060000000,
"E04A22366BD22B6CE053ED10000AF827","8NDJEQPMGZV","RHJ74XKU5JE","COMPANY_OWNER",1,0,,
"E04A22366BD32B6CE053ED10000AF827","LEGBEJG6KU4","PZ86G3I3SXB","EMPLOYEE",1,1,29-APR-22 12.06.10.579000000,
"E04A22366BD42B6CE053ED10000AF827","F6BPC11BAPN","KPPLG66Y2E3","EMPLOYEE",1,0,,
"E04A22366BD52B6CE053ED10000AF827","M86JT3QWRPR","AX5NM4YXGXG","COMPANY_OWNER",1,0,,
"E04A22366BD62B6CE053ED10000AF827","5E3QPE1P4G8","Y79CA7G9TGF","COMPANY_OWNER",1,1,02-MAY-22 13.20.58.052000000,
"E04A22366BD72B6CE053ED10000AF827","JACD29NNM91","13c13921-8e0a-4299-a282-023d9fae25de","EMPLOYEE",1,1,07-SEP-20 21.01.18.682000000,
"E04A22366BD82B6CE053ED10000AF827","ZI82CP789BS","5UT1SW2FRMH","COMPANY_OWNER",1,1,27-SEP-20 13.14.59.568000000,
"E04A22366BD92B6CE053ED10000AF827","KX1XHMQ31PH","YNKNU5NWWK3","COMPANY_OWNER",1,1,29-OCT-20 15.23.58.940000000,
"E04A22366BDA2B6CE053ED10000AF827","HNMQW8QQLAM","49Z16DNGKXG","COMPANY_OWNER",1,1,05-NOV-20 15.13.47.395000000,
"E04A22366BDB2B6CE053ED10000AF827","KZYY71TPYG5","YMDE4MFT33W","COMPANY_OWNER",1,1,19-DEC-20 23.27.09.481000000,
"E04A22366BDC2B6CE053ED10000AF827","7XSVI9ATIT4","8THWJYKNGRB","COMPANY_OWNER",1,1,02-MAR-21 21.31.11.248000000,
"E04A22366BDD2B6CE053ED10000AF827","XKXVHNCU5ED","A88UUBWZ56F","COMPANY_OWNER",1,0,,
"E04A22366BDE2B6CE053ED10000AF827","JFZJDJXAQ8A","BPGKYSZPBEF","EMPLOYEE",1,1,15-MAR-22 15.51.03.658000000,
"E04A22366BDF2B6CE053ED10000AF827","c3e0440c-6b30-403e-9831-11969b21108a","9edf3d15-e68d-48a5-a0d0-3e21a3fe86a8","RETRACED_ADMIN",1,1,09-AUG-19 19.06.19.153000000,
"E04A22366BE02B6CE053ED10000AF827","883c07d5-d0a3-4ba9-a411-a02149842cc7","9edf3d15-e68d-48a5-a0d0-3e21a3fe86a8","RETRACED_ADMIN",1,1,09-AUG-19 15.56.04.914000000,
"E04A22366BE12B6CE053ED10000AF827","V3AQW4Q92FC","BBXFEWWS2W8","EMPLOYEE",1,1,10-FEB-21 07.28.48.275000000,
"E04A22366BE22B6CE053ED10000AF827","PTLP3VDVVE1","7JM9JBB4WJP","COMPANY_OWNER",1,1,30-MAR-21 13.20.17.577000000,
"E04A22366BE42B6CE053ED10000AF827","A2T3X2EYQ8X","1K3VX7C67BP","COMPANY_OWNER",1,0,,
"E04A22366BE62B6CE053ED10000AF827","H4NUS6QBZ9Z","RSB37CEIIYH","EMPLOYEE",1,1,03-MAY-22 12.24.06.120000000,
"E04A22366BE72B6CE053ED10000AF827","S6E81TEAWLZ","7TF1P687X7J","EMPLOYEE",1,1,03-MAY-22 14.25.12.969000000,
"E04A22366BE82B6CE053ED10000AF827","FJ66W299RTE","8H6FUIRU7FZ","EMPLOYEE",1,1,04-MAY-22 12.42.39.284000000,
"E04A22366BE92B6CE053ED10000AF827","R6BUIL9RTUW","K8SZCB3025E","EMPLOYEE",1,1,04-MAY-22 15.41.27.643000000,
"E04A22366BEA2B6CE053ED10000AF827","I1C3E3N44IU","27JBMX4JGHD","COMPANY_OWNER",1,1,05-MAY-22 10.33.45.293000000,
"E04A22366BEB2B6CE053ED10000AF827","F9YRXT79QSH","59GZ9NJGGLM","EMPLOYEE",1,1,07-MAY-21 12.11.30.277000000,
"E04A22366BEC2B6CE053ED10000AF827","5GMEFHMHMWJ","JSTTIK42RZ9","COMPANY_OWNER",1,1,10-MAY-21 18.21.15.579000000,
"E04A22366BED2B6CE053ED10000AF827","MMME9HCME4Z","ISUTTQ38BBL","EMPLOYEE",1,1,12-MAY-21 09.40.25.103000000,
"E04A22366BEE2B6CE053ED10000AF827","QSZSMHA19BF","BBXFEWWS2W8","EMPLOYEE",1,1,13-MAY-21 04.32.44.736000000,
"E04A22366BEF2B6CE053ED10000AF827","HI985UGKRKZ","ISUTTQ38BBL","EMPLOYEE",1,1,20-MAY-21 10.50.34.995000000,
"E04A22366BF02B6CE053ED10000AF827","6R6L8SQ6WEA","X2XADK9N7DQ","COMPANY_OWNER",1,0,,
"E04A22366BF12B6CE053ED10000AF827","M4M9Z3ZH9JJ","38983MA5U9A","COMPANY_OWNER",1,0,,
"E04A22366BF32B6CE053ED10000AF827","FP99QSB3ENL","HCGATUCPLGD","COMPANY_OWNER",1,1,20-JUL-21 19.17.30.345000000,
"PHG459BYYAH","2HF7F6NY56Y","CP8BD51RUQF","COMPANY_OWNER",1,0,,
"E04A22366BF52B6CE053ED10000AF827","4DB3PGIQKAI99JTG1V","LOWCX867EPH0Q5GHGY","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366BF62B6CE053ED10000AF827","0RWRPISH7QHYHT4I0M","5VLS2FJR0OW9PC36MV","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366BF72B6CE053ED10000AF827","ACXC6SLV8QWOX472P5","JYT2K2RDRJY7A4YC1W","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366BF82B6CE053ED10000AF827","WCGHWH8GUMFS95QARS","5TKSZV1A89J4PUJ72X","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366BF92B6CE053ED10000AF827","JCM9G96HU43","EC2UTB2Q1AJ","EMPLOYEE",1,1,23-MAR-22 14.17.09.260000000,
"E04A22366BFA2B6CE053ED10000AF827","SISFPL5CFDX","XGC9HXP298P","COMPANY_OWNER",1,0,,
"E04A22366BFB2B6CE053ED10000AF827","6XAF772AEGL","GI9BTTX44A5","COMPANY_OWNER",1,0,,
"E04A22366BFC2B6CE053ED10000AF827","YHFQJF3C5QZ","MWS7Z8RDAWY","COMPANY_OWNER",1,0,,
"E04A22366BFD2B6CE053ED10000AF827","UTWKWZKQX54","3D75SR2UDKW","COMPANY_OWNER",1,1,31-MAR-22 21.28.17.680000000,
"E04A22366BFE2B6CE053ED10000AF827","43F53NLJIVD","AYV1JPCLCVF","COMPANY_OWNER",1,1,31-MAR-22 21.29.22.857000000,
"E04A22366BFF2B6CE053ED10000AF827","1HJ7DDV67QH","AYV1JPCLCVF","COMPANY_OWNER",1,1,31-MAR-22 21.30.03.361000000,
"E04A22366C002B6CE053ED10000AF827","X3EC457QATS","LCWTC2CWIJ3","COMPANY_OWNER",1,1,31-MAR-22 21.31.11.249000000,
"E04A22366C012B6CE053ED10000AF827","EVW9XZ35P31","N5LBRD2CXZ8","COMPANY_OWNER",1,1,03-MAY-21 14.41.12.402000000,
"E04A22366C022B6CE053ED10000AF827","WFQKKCL3U8U","ISUTTQ38BBL","COMPANY_OWNER",1,1,04-MAY-21 14.53.05.532000000,
"E04A22366C032B6CE053ED10000AF827","P74PAAXW7DN","B75KBUI61LD","COMPANY_OWNER",1,0,,
"E04A22366C042B6CE053ED10000AF827","KZGG1MJU4SB","LGSTSYX646M","EMPLOYEE",1,1,07-JUN-21 15.57.45.850000000,
"E04A22366C052B6CE053ED10000AF827","29K9KXFTX9N","RWFWXC1H1M8","COMPANY_OWNER",1,1,10-JUN-21 12.47.24.104000000,
"E04A22366C062B6CE053ED10000AF827","Q9JV4YQ5DZM","UBPAIDJIK4K","COMPANY_OWNER",1,1,16-JUN-21 11.11.11.555000000,
"E04A22366C082B6CE053ED10000AF827","TXCYMV4T7LB","5NRMKLFLBDF","EMPLOYEE",1,1,07-JUL-21 14.24.42.983000000,
"E04A22366C092B6CE053ED10000AF827","2349CKIAQGD","VQ7CNZ1S8B9","EMPLOYEE",1,1,12-JUL-21 12.38.21.623000000,
"E04A22366C0A2B6CE053ED10000AF827","EA7WTZGRPNG0VNLDI7","UF976KUCLJABHU7590","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C0B2B6CE053ED10000AF827","STS0G7BSF7ALR8Z7LP","MND0PJJOOAAHRZ1A2F","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C0C2B6CE053ED10000AF827","TOR7U3JYWM7CXJZV6A","743QJLI6C6JRCK1V31","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C0D2B6CE053ED10000AF827","DAPQDFYAPULBEZ0SBJ","430XD9TVADY92N8ZYQ","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C0E2B6CE053ED10000AF827","6B3IJMAORG8XVX3LTM","DGKU4HXL2L173GCLKO","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C0F2B6CE053ED10000AF827","TQUM1S2JJ98","4FWS3DGSW69","COMPANY_OWNER",1,0,,
"E04A22366C102B6CE053ED10000AF827","75TC7TJS5VV","JP20191728GSC8N","EMPLOYEE",1,1,31-MAR-22 21.00.43.368000000,
"E04A22366C112B6CE053ED10000AF827","6EBEFR5PE7B","ZT5JY1ELTBG","COMPANY_OWNER",1,0,,
"E04A22366C122B6CE053ED10000AF827","JAC2YJEK31N","B924KG413IQ","COMPANY_OWNER",1,1,31-MAR-22 21.18.54.933000000,
"E04A22366C132B6CE053ED10000AF827","261SQKMEV1I","5J3GNIUIS9G","COMPANY_OWNER",1,1,31-MAR-22 21.20.59.889000000,
"E04A22366C142B6CE053ED10000AF827","WCBYFJI1R4D","V99AVUBF5KB","COMPANY_OWNER",1,0,,
"E04A22366C152B6CE053ED10000AF827","7WCH8NRC1VG","LCWTC2CWIJ3","COMPANY_OWNER",1,1,31-MAR-22 21.31.40.833000000,
"E04A22366C162B6CE053ED10000AF827","GC56KXHUPN5","LR12K47VS8L","EMPLOYEE",1,0,,
"E04A22366C172B6CE053ED10000AF827","JX69AF6QT7G","ZHPI3F2WW6H","COMPANY_OWNER",1,1,30-APR-21 10.53.16.965000000,
"E04A22366C182B6CE053ED10000AF827","TPTAPTZQ9HP","7S9ZP8RYLCM","EMPLOYEE",1,1,11-MAY-21 12.43.22.131000000,
"E04A22366C192B6CE053ED10000AF827","KRWP74PWYVA","Y27BMMEBXI9","EMPLOYEE",1,1,18-MAY-21 11.38.10.127000000,
"E04A22366C1A2B6CE053ED10000AF827","D91RM3P9U7J","Y27BMMEBXI9","EMPLOYEE",1,0,,
"E04A22366C1B2B6CE053ED10000AF827","TV7R2B6KM3I","LGSTSYX646M","EMPLOYEE",1,1,28-MAY-21 10.19.39.899000000,
"E04A22366C1C2B6CE053ED10000AF827","Q4LKX1HZEFJ","2S867SKMV81","EMPLOYEE",1,1,31-MAY-21 17.18.40.786000000,
"E04A22366C1D2B6CE053ED10000AF827","XMXRBJZ529Z","W7KR6SRIA2F","EMPLOYEE",1,1,30-JUN-21 15.49.22.588000000,
"E04A22366C1E2B6CE053ED10000AF827","E755RV4U286","C9SL8UQVF3L","EMPLOYEE",1,1,13-JUL-21 12.29.54.249000000,
"E04A22366C1F2B6CE053ED10000AF827","W60KMQVWNAPWV6KODC","WJUDDEA1RP2ZTIELIQ","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C202B6CE053ED10000AF827","ZKV2QJ66GT3YOX429G","0XKXPNZU32W0KH820V","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C212B6CE053ED10000AF827","PYIFG8E3TNFTLYK81C","RJRUCX32A76KLBL3UP","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C222B6CE053ED10000AF827","S83M695K83O81PT4PH","V0I8T54JRZHX1O7T7L","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C232B6CE053ED10000AF827","93K9GP0R62ICMCBH0N","I3DRBH0SEHZMAV9E5U","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C242B6CE053ED10000AF827","DLV6B3G7V5HV62UUMU","DTIES0IXN6M1NRXKY0","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C252B6CE053ED10000AF827","SV23VN4KP07LWG1TE8","Z6ML807GKXOU3NW9KZ","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C262B6CE053ED10000AF827","BAYT8I4PRYP","ZM21TBN8MNV","EMPLOYEE",1,1,22-MAR-22 11.27.51.228000000,
"E04A22366C272B6CE053ED10000AF827","TM4WS2ITMWN","PBLGXAYFTTT","EMPLOYEE",1,0,,
"E04A22366C282B6CE053ED10000AF827","DV34XAL8KBN","8H6FUIRU7FZ","EMPLOYEE",1,0,,
"E04A22366C292B6CE053ED10000AF827","VKNN8EAJP5R","8H6FUIRU7FZ","EMPLOYEE",1,1,28-MAR-22 12.15.25.020000000,
"E04A22366C2A2B6CE053ED10000AF827","W767PT49L8Z","IZ4BG24HNYK","COMPANY_OWNER",1,1,31-MAR-22 13.02.37.158000000,
"E04A22366C2C2B6CE053ED10000AF827","B6ABB8F5ZQ5","IQBDMVTMLKU","COMPANY_OWNER",1,1,31-MAR-22 21.02.51.668000000,
"E04A22366C2D2B6CE053ED10000AF827","28JS7GW92QG","2PPX63IT4J7","COMPANY_OWNER",1,0,,
"E04A22366C2F2B6CE053ED10000AF827","VDKCHFNXBLM","Y27BMMEBXI9","EMPLOYEE",1,1,18-MAY-21 11.37.39.841000000,
"E04A22366C302B6CE053ED10000AF827","D47L2EAKH1B","K8SZCB3025E","EMPLOYEE",1,1,18-JUN-21 12.31.48.965000000,
"E04A22366C312B6CE053ED10000AF827","BH4NEMJJI86","5NRMKLFLBDF","EMPLOYEE",1,1,07-JUL-21 14.23.56.838000000,
"E04A22366C322B6CE053ED10000AF827","QC83PZ69SBY","C9SL8UQVF3L","EMPLOYEE",1,1,13-JUL-21 12.26.19.181000000,
"E04A22366C332B6CE053ED10000AF827","VJAWWWMLC2N","VV5FKL3AJ7P","EMPLOYEE",1,0,,
"E04A22366C342B6CE053ED10000AF827","9UW1U4KNR6Z","1R756YR2CS6U0770R4","COMPANY_OWNER",1,1,17-JUL-21 10.49.19.247000000,
"E04A22366C352B6CE053ED10000AF827","W1C58MJ3TTYD56CJ2Q","AAKM5EXMW09537FO84","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C362B6CE053ED10000AF827","SQ976A0BNI9WKGAVV9","ZOA9U6LRFIKUFLGVZ0","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C372B6CE053ED10000AF827","S38CW5MA4VO1UMONIF","5TT41DHV9SM9QI8KYV","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C382B6CE053ED10000AF827","OT303RSQ4SMSMBRM0T","PXIJBN808R6OSIRREN","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C392B6CE053ED10000AF827","YNJ2LKQ0A9XLE9BRVJ","USNOS7M7KZVE4W4HZ6","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C3A2B6CE053ED10000AF827","6UE8E2PJN8P75NWOI1","DGEHPX3XBSLIMGMKDG","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C3B2B6CE053ED10000AF827","KMQ1ZY6Q3CIOB0YORL","06DB6GHJ38BSNFHT62","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
"E04A22366C3C2B6CE053ED10000AF827","T4OQNNENEX0894KPZ2","QIMNFFCRPTT2D4FH8M","COMPANY_OWNER",1,1,28-JUL-21 09.00.52.932000000,
